Date,Time,Latitude,Longitude,Message
25/04/2015,17:28:41,28.77741,83.06596,"After the earthquake, water supply was cut off because waterworks were damaged and power plants were shut down. #MSGHelpEarthquakeVictims"
25/04/2015,17:28:42,28.80329,82.9345,An Everest avalanche killed 8 people after the Nepal earthquake. Many more are missing. http://t.co/zuthVkFWJ3 http://t.co/FW0NeRcZ9o
25/04/2015,17:28:51,28.82081,82.59777,Why we can't help Nepal just because we are human? Why we we need to remember sacrifice of Gorkhas to help them?
25/04/2015,17:29:10,28.77386,81.52407,"@shukzilla Hi, I'm a reporter for the Dallas Morning News, hoping to talk to you about the earthquake in Nepal. Can you please DM me? Thanks"
25/04/2015,17:29:17,28.73289,83.34711,"We were told it was an earthquake. Later we were rescued, thanks to Modi ji: : Indian rescued from Nepal #earthquake"
25/04/2015,17:29:26,28.71065,81.76714,"Delhi Sikh Gurdwara Prabandak Committee to send 25000 langar (cooked food) to nepal frm tmrw, Langar will be sent... http://t.co/ARPHpQpXuc"
25/04/2015,17:29:54,28.83528,82.88347,God give courage and strength to the people affected by the earthquake
25/04/2015,17:30:24,28.82024,81.65422,"Dear Mother Earth, we thank you for giving us everything we need. But in the same time you demolished everything in seconds #EARTHQUAKE"
25/04/2015,17:30:25,28.80963,80.95569,BREAKING: #US to send a disaster response team and an initial $1 million in aid to #Nepal - @HasanSari7
25/04/2015,17:30:54,28.73146,81.13862,Under Modiji India becoming a world leader going all the way and out of the way helping to help others who are in need #earthquake in Nepal
25/04/2015,17:30:54,28.80322,82.57178,10 hours and 1500 Indian rescued from Nepal will best medical facility on stand by at Delhi... That's @narendramodi SARKAR  #NepalEarthquake
25/04/2015,17:30:57,28.74224,82.93984,Heart goes out to all those who lost their lives today in Nepal and India. There are hundreds who need help. Here... http://t.co/nLGzpBL8Wy
25/04/2015,17:31:50,28.73393,82.42054,Modi has become an expert for earthquake affected places.All equipment being used is stocks built up by the Congress.
25/04/2015,17:32:11,28.83732,81.63257,"Earthquake: Health services put on high alert: New Delhi: Health services have been put on the \""high alert\"" ... http://t.co/I1mOXcLypC"
25/04/2015,17:32:34,28.78596,83.08129,GN It's 2:30 &amp; May the Force be with Nepal in this need of the Hour !!
25/04/2015,17:32:39,28.81135,83.05492,need your help support contribution for #nepalearthquake victim pls help the way you can.  #food #water #medical... http://t.co/xmAJrz37c5
25/04/2015,17:32:43,28.75242,83.25497,@RCCG @DrDKOlukoya1 @DrOlukoyaQuotes @RCCG_ADEBOYE needs to extend evangelism to #India #Nepal they need Christ Cc @laveypj
25/04/2015,17:32:57,28.79,82.29901,Nature always finds a way of reminding us that we cannot take it for granted # earthquake
25/04/2015,17:33:09,28.72072,81.78303,"My thoughts are with the people of Nepal. If any of you know about ethical aid agencies we can donate to, let me know."
25/04/2015,17:33:24,28.79866,81.31361,Partners In Health (PIH): Coordinate Rescue Mission in Nepal https://t.co/nVqleq2O5l via @Change4India
25/04/2015,17:33:37,28.78511,83.39627,1000+ dead in Nepal -- they will need help. Please consider donating: https://t.co/PGTJtlp52M
25/04/2015,17:33:40,28.78628,81.58611,My prayers for all the innocent people who died or suffered because of chutiya #earthquake
25/04/2015,17:33:43,28.81819,82.29548,@zainaliyaworld Thank u dear. We really need at the moment!
25/04/2015,17:34:21,28.76996,81.39138,Google opens its Person Finder tool to aid earthquake relief efforts in Nepal http://t.co/EzW3WVFfxI http://t.co/lrTia7f3JL
25/04/2015,17:36:08,28.83865,82.27582,@ajoymukherjee we are working with Ministry of Health to send our doctors and paramedical staff to to Nepal.
25/04/2015,17:36:40,28.81603,81.57935,#earthquake again reminds us need of structural analysis and Geotechnical investigation
25/04/2015,17:37:28,28.82735,82.37363,Kudos 2  @PMOIndia @manoharparrikar MoD @BJPRajnathSingh MoH  Standing ovation salute2 The Indian Army #earthquake http://t.co/EO3VG4F7pf
25/04/2015,17:38:22,28.76216,81.26181,Truly heartened with the swift response from India in Nepal's moment of need.
25/04/2015,17:38:34,28.80407,81.46302,Let's keep god out of the earthquake. And ideally out of everything else.
25/04/2015,17:39:40,28.74762,82.36595,#MSGhelpEarthquakevictims If u want to go for the rescue operation in Nepal to save earthquake victims register at: http://t.co/jRP3iA72aa
25/04/2015,17:40:29,28.76867,81.00171,"Within an hour after the 7.9 magnitude earthquake hit Nepal, India took steps to rush aid to its neighbour. #NepalEarthquake"
25/04/2015,17:40:40,28.74324,82.35835,Update from Mt. Makalu abc after the earthquake #ArjunAtMakalu Happy to hear from you: ... http://t.co/pHqFcPm6vr http://t.co/T6vuAx6BkV
25/04/2015,17:40:51,28.80627,81.17089,RT @janeintheworld: Nepali women at front line of need &amp;response re devastating earthquake in Nepal. Reaching out to grantee partners now
25/04/2015,17:40:52,28.82855,81.41836,The capable and hopeful work of Himalayan Health Care is needed more than ever in earthquake-ravaged #Nepal. http://t.co/RcQYFAN8dI
25/04/2015,17:40:56,28.80502,83.05487,@IndianExpress Until now it's not possible to predict time and place of earthquake by scientists and no such equipment designed
25/04/2015,17:41:07,28.8365,82.20463,Aftershocks and the lack of shelter options complicate relief efforts in Nepal. More updates on the earthquake: http://t.co/3cY9eHFKiK
25/04/2015,17:41:41,28.80635,81.41264,International aid organizations rush to Nepal after devastating earthquake #NepalQuake http://t.co/mPXtZsuJcq http://t.co/BA7RU2BpO3
25/04/2015,17:42:04,28.75136,81.72783,"More than1000people havebeen killed inNepal's deadliest earthquake fr more than 80years,police say@Gurmeetramrahim#MSGHelpEarthquakeVictims"
25/04/2015,17:42:45,28.81411,82.88843,"1. When you go to warmth of your bed tonight, spare a thought for those in Nepal who are sleeping in cold without water &amp; food. @WHSummit"
25/04/2015,17:43:07,28.8204,82.43248,"What India India media need to do is to go out to Nepal and report as best as they can, without using adjectives and emotional overtones."
25/04/2015,17:43:17,28.7114,83.01865,@airtelindia has made all calls to Nepal from India free for 48 hrs as reported. Brilliant work. Need more such corporate responsibility
25/04/2015,17:43:21,28.74378,82.33306,No political parties or MSM need to prove nationalism and humanitarianism of @RSSorg  20K RSS Karsevaks are going to Nepal for rescue ops.
25/04/2015,17:43:40,28.80232,83.21518,"20,000 RSS people have gone to aid efforts in Nepal."
25/04/2015,17:44:23,28.7958,82.39752,RT @UNICEF_uk: We are helping to support children in danger from the #earthquake in #Nepal &amp; need your help  &gt; http://t.co/tHRshNMWJ3 PLS RT
25/04/2015,17:44:29,28.8039,82.38396,"Sikh groups from Amritsar to send 25,000 food packets to Nepal daily. With no motive of religious conversion.Have to love the Sikhs for this"
25/04/2015,17:45:01,28.83326,80.92307,@prashantktm Think Nepal govt has fathomed task before it. I&amp;B min said rules relaxed to receive international relief equipment &amp; material.
25/04/2015,17:45:12,28.73055,82.64384,USA to send a disaster response team and an initial $1 million in aid to Nepal.
25/04/2015,17:45:16,28.83338,82.34769,"@Gurmeetramrahim #MSGHelpEarthquakeVictims All the Volunteers those who want to help the Earthquake Victims,Plz contact at Dera Sacha Sauda."
25/04/2015,17:46:59,28.73479,82.3924,Icu patients in out side of hospital. CMS HOSPITAL BHARATPUR NEPAL. http://t.co/uQFhYHaqJ0
25/04/2015,17:47:30,28.7965,82.08022,@ssknow Thank you PMji @PMOIndia @narendramodi for going to Nepal aid relief. That was timely and quick. #NepalEarthquake #NepalQuakeRelief
25/04/2015,17:47:36,28.71354,82.43279,#SewaBharati #Varanasi will be sending 'Relief Material' &amp; Medical Help. More Info awaited ... #Earthquake #NepalEarthquake #Relief
25/04/2015,17:47:50,28.75078,81.80018,Nepal welcomes foreign aid orgs who want to help with quake relief and offers them free visas. Wish they can filter out the Evangelists. :-/
25/04/2015,17:48:08,28.76529,82.26311,Photos from @CARE aid teams in #Kathmandu #Nepal responding to today's #earthquake. Latest: http://t.co/EXYE7mab1K http://t.co/K0I0UBuMFZ
25/04/2015,17:48:13,28.7337,82.8452,Please RT #EarthQuake #Nepal  Paropkar Ambulance service: +977 4260859
25/04/2015,17:48:16,28.80848,81.35724,@airnewsalerts Make a public announcement for donating to the Prime Minister's natural calamity fund to aid people affected by earthquake.
25/04/2015,17:48:20,28.83639,82.24265,#Nepalquake: An estimated 4.6 million people were exposed to the #earthquake shaking http://t.co/JfGkel2G0r
25/04/2015,17:48:35,28.76788,82.49657,Lalitpur Red Cross ambulance service: +977 5545666 Please RT #EarthQuake #Nepal
25/04/2015,17:49:06,28.72978,83.14262,Bishal Bazaar Ambulance service: +977 4244121 Please RT #EarthQuake #Nepal #IndiaWithNepal
25/04/2015,17:49:36,28.80528,81.9639,"Nepal - Save water, power, gas and commodities."
25/04/2015,17:50:09,28.8013,81.74517,Quake wake-up call for govt; need better building tech: Expert http://t.co/caBVGlS5H2 |QUOTE:| V need to be pro-active.Building structure n material shud b quake resistant n stop fiddling wid nature #earthquake  https://t.co/Ec7vGODpsj
25/04/2015,17:50:55,28.71986,81.92795,@Gurmeetramrahim u almighty plz give us strength to help d earthquake victims in d best possible way. way#MSGHelpEarthquakeVictims.
25/04/2015,17:51:03,28.82208,82.38265,@sauravjha_ True. And India has shown great leadership when in need. I am sure the country will win lotsa hearts in Nepal!
25/04/2015,17:51:52,28.71432,81.37351,#Earthquake M5.1 strikes 78 km NE of #Kathmandu (#Nepal) 9 min ago. More info: http://t.co/iip4nT3TKO
25/04/2015,17:53:04,28.78861,81.5782,"Everybody is sheltering on open sky in Kathmandu tonight, having very poor access to food, water and latrine."
25/04/2015,17:53:44,28.79504,82.89734,@GuyKawasaki Earthquake hit poor Himalayan country in urgent need of global attention. Ur RT can awaken the world.
25/04/2015,17:54:01,28.83266,80.91067,#Breaking India sends 'Rail Neer' water to quake-hit Nepal Read More : https://t.co/hPxiPOQP2o
25/04/2015,17:54:21,28.75767,81.41606,Taking shelter at Norvic Hospital #earthquake #nepal
25/04/2015,17:54:30,28.76378,82.38311,All those who are nowhere close to nepal and it's nearby areas stop marking yourself safe on #Facebook this is for people who need it
25/04/2015,17:55:12,28.75626,81.1552,30 trucks of relief will be sent for #NepalQuakeRelief  with food water and medicine #NepalEarthquake #Nepal @tommorow from India
25/04/2015,17:56:27,28.77486,82.69272,What to do if an #earthquake strikes &amp; you are indoors? Stay away from any elec equipment/accessory that might fall off #disasterresponse
25/04/2015,17:57:30,28.7423,82.54532,Our thoughts and prayers are with the people in Nepal effected by the earthquake. Namaste.
25/04/2015,17:58:46,28.80202,82.52922,Thoughts and prayers with all those affected by today's earthquake #Nepal
25/04/2015,17:59:10,28.71512,81.47124,These are the aid groups helping #Nepal quake victims http://t.co/4XBG0HaOP9 via @YahooNews
25/04/2015,17:59:26,28.76394,83.37108,"4 planes to leave for #Nepal tmrw carry meds,med team, 30-Bed Hospital, search&amp; rescue experts, dry food, tents &amp; blankets #NepalEarthquake"
25/04/2015,17:59:30,28.7144,83.26513,Update: M5.4 #earthquake strikes 121 km NE of #Kathmandu (#Nepal) 17 min ago. http://t.co/iip4nT3TKO
25/04/2015,17:59:53,28.79116,82.7486,Google opens its Person Finder tool to aid earthquake relief efforts in Nepal: In an attempt to aid ... http://t.co/YSlLvSLI0j #upsctech
